id,title,detected_microskills,detected_categories,detected_evidence,detected_microskills_count
3293,ADMINISTRATIVE SECRETARY,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 10, ""keywords"": [""verbal written communication"", ""written verbal communication"", ""excellent communication"", ""written communication"", ""verbal communication""], ""semantic_groups"": []}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",2
4032,Secretary - Heraklion Crete,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",2
4192,Γραμματειακή υποστήριξη - Administrative Assistant,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""prioritize + task""]}}",2
4275,Secretary - Personal Assistant,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου"", ""Σύνταξη επαγγελματικών email""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""verbal written communication"", ""written communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""time management""], ""semantic_groups"": [""meet + deadlin""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",3
4400,Secretary / Fluent English speaking,[],[],{},0
40748,SECRETARIAT/ADMINISTRATIVE ASSISTANT,"[""Σαφής και συνοπτική επικοινωνία"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""record + keep""]}}",2
41879,Medical coordinator,"[""Διαχείριση προσοχής και συγκέντρωσης""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}}",1
43622,Secretarial position/Secretariat administration,[],[],{},0
43866,FRONT OFFICE RECEPTIONIST - CALL CENTER- SECRETARY,"[""Σαφής και συνοπτική επικοινωνία"", ""Ανάλυση και αξιολόγηση ημερολογίων εργασίας"", ""Οργάνωση και διαχείριση ημερολογίων εργασίας"", ""Παρακολούθηση και έλεγχος ημερολογίων εργασίας"", ""Τεκμηρίωση και βελτίωση ημερολογίων εργασίας"", ""Συντονισμός και προτεραιοποίηση ημερολογίων εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Ανάλυση και αξιολόγηση ημερολογίων εργασίας"": {""score"": 2, ""keywords"": [""calendar management""], ""semantic_groups"": []}, ""Οργάνωση και διαχείριση ημερολογίων εργασίας"": {""score"": 2, ""keywords"": [""calendar management""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος ημερολογίων εργασίας"": {""score"": 2, ""keywords"": [""calendar management""], ""semantic_groups"": []}, ""Τεκμηρίωση και βελτίωση ημερολογίων εργασίας"": {""score"": 2, ""keywords"": [""calendar management""], ""semantic_groups"": []}, ""Συντονισμός και προτεραιοποίηση ημερολογίων εργασίας"": {""score"": 2, ""keywords"": [""calendar management""], ""semantic_groups"": []}}",6
45524,SECRETARIAL SUPPORT,"[""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 2, ""keywords"": [""electronic fil""], ""semantic_groups"": []}}",1
50868,Factory secretary,[],[],{},0
51701,SALES SECRETARY OFFICER,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""meet deadlin""], ""semantic_groups"": [""meet + deadlin""]}}",1
51876,Back Office Secretary with Marketing knowledge,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
51913,Secretary for the Staffing Department of Civil Engineering,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
2148,Senior Database Engineer,"[""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",2
45577,Digital Marketing Manager,[],[],{},0
50921,Microsoft Office Suite Developer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + customer""]}}",1
53769,.NET Developer,"[""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",1
53881,Database Engineer (Mid-Senior),"[""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",2
57446,SOFTWARE ENGINEER / SOFTWARE DEVELOPER,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""strong communication"", ""communicate clearly""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
57468,Entersoft Developer / Consultant,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Σαφής και συνοπτική επικοινωνία"", ""Τεκμηρίωση και βελτίωση εργασιακών διαδικασιών"", ""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Τεκμηρίωση και βελτίωση εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""document process""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""document + management""]}}",5
59481,Microsoft Power Platform Developer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + customer""]}}",1
